tmID,year,points_prev1,oRebounds_prev1,dRebounds_prev1,rebounds_prev1,assists_prev1,steals_prev1,blocks_prev1,turnovers_prev1,PF_prev1,fgAttempted_prev1,fgMade_prev1,ftAttempted_prev1,ftMade_prev1,threeAttempted_prev1,threeMade_prev1,PER,confID,playoff,won_prev1,EFF
0,9,81.61148783406462,11.152772237734345,23.502193857199842,34.65496609493419,17.423214998005584,8.232947746310332,3.063422417231751,17.2317510969286,22.114080574391703,71.89469485440766,29.67690466693259,17.47108097327483,13.306741124850419,23.502193857199842,8.950937375349023,17.669259340564917,0,0,0.0,81.3721579577184
0,10,84.35967302452316,13.55858310626703,26.85558583106267,40.4141689373297,15.912806539509537,9.634877384196185,4.664850136239782,16.8283378746594,26.245231607629428,75.858310626703,31.258855585831064,23.06267029972752,16.741144414168936,16.130790190735695,5.100817438692098,12.825468345204788,0,1,4.0,87.23705722070845
1,2,78.64160097028503,9.70285021224985,20.861127956337175,30.563978168587024,24.839296543359612,9.023650697392359,2.7653123104912067,17.41661613098848,24.693753790175865,66.46452395391147,27.847180109157065,21.87992722862341,16.78593086719224,19.260157671315948,6.161309884778654,15.782395768801717,0,1,8.0,84.70588235294116
1,3,74.5413582233666,11.123270035403927,22.092050209205023,33.21532024460895,17.72771161892501,7.9948503379465725,3.862246540070808,16.646282587705183,20.12230447376891,65.31058899259736,26.842613453492117,19.07949790794979,14.946894110074027,16.800772449308013,5.909237206308336,15.571276599682268,0,1,18.0,78.09462504023173
1,4,82.40105540897098,10.646437994722955,22.32189973614776,32.968337730870715,18.680738786279683,8.7467018469657,3.482849604221636,14.129287598944591,21.965699208443272,65.97625329815304,28.377308707124012,23.7467018469657,17.651715039577837,19.630606860158313,7.994722955145119,17.462960461104185,0,1,18.0,88.4564643799472
1,5,72.41003271537622,10.119956379498364,21.24318429661941,31.363140676117773,18.102508178844054,8.898582333696837,4.492911668484187,15.747001090512539,21.766630316248634,62.5081788440567,25.823336968375134,19.28026172300981,14.65648854961832,17.448200654307524,6.106870229007633,11.810847731737262,0,0,18.0,78.2115594329335
1,6,75.45493378897908,8.133276377616404,19.478855190089707,27.61213156770611,18.692866296454508,8.919265271251602,4.408372490388723,16.16403246475865,21.32422041862452,66.67236223835968,27.509611277231954,21.085006407518154,15.99316531396839,14.69457496796241,4.442545920546775,15.802162106471421,0,0,16.0,74.6689448953439
1,7,72.8169014084507,10.610328638497652,22.018779342723004,32.629107981220656,14.272300469483568,9.530516431924882,3.8497652582159625,17.55868544600939,24.131455399061032,65.16431924882629,26.103286384976528,23.145539906103288,16.901408450704224,10.657276995305164,3.7089201877934275,12.94066945006106,0,0,6.0,70.23474178403757
2,7,58.38565022421524,11.659192825112106,20.44843049327354,32.10762331838565,14.843049327354258,8.385650224215246,4.2152466367713,14.798206278026905,28.609865470852014,55.336322869955154,21.973094170403584,16.09865470852018,10.672645739910314,11.300448430493272,3.7668161434977576,15.124212249915578,0,0,0.0,64.34977578475335
2,8,81.14235500878735,10.966608084358525,21.24780316344464,32.21441124780316,20.14059753954306,8.963093145869948,3.2161687170474518,15.131810193321618,20.77328646748682,71.96836555360281,27.838312829525485,28.36555360281195,21.61687170474517,13.919156414762742,3.8488576449912126,10.068517067363434,0,0,5.0,79.66608084358523
2,9,84.70826991374938,13.231861998985288,28.046676813800104,41.27853881278539,20.740740740740744,9.49771689497717,4.342973110096398,15.91070522577372,19.198376458650433,73.54642313546424,31.415525114155255,26.423135464231358,17.818366311516996,10.593607305936073,4.058853373921868,15.731670689189157,0,0,14.0,93.92186707255202
2,10,83.99418322830829,10.97430925836161,26.408143480368395,37.38245273873001,19.389238972370336,8.919049927290354,5.157537566650509,16.054289869122638,20.31992244304411,71.77896267571498,31.06156083373728,25.826466311197287,18.187106156083374,11.59476490547746,3.6839554047503635,13.72031302329624,0,0,12.0,90.43141056713525
